student_id,snippet_id,question,value,time_sec,log_time_sec
2,5,syntaxBL,1,11,2.3978952727983707
2,5,scaleSM,4,4,1.3862943611198906
2,5,scaleST,4,4,1.3862943611198906
2,6,function,2,173,5.153291594497779
2,6,output,1,146,4.983606621708336
2,6,syntaxBL,1,5,1.6094379124341003
2,6,scaleSM,4,4,1.3862943611198906
2,6,scaleST,3,4,1.3862943611198906
2,7,function,5,49,3.8918202981106265
2,7,output,1,54,3.9889840465642745
2,7,syntaxBL,0,4,1.3862943611198906
2,7,scaleSM,2,4,1.3862943611198906
2,7,scaleST,2,2,0.6931471805599453
2,8,function,4,123,4.812184355372417
2,8,output,0,113,4.727387818712341
2,8,syntaxBL,1,7,1.9459101490553132
2,8,scaleSM,3,3,1.0986122886681098
2,8,scaleST,3,4,1.3862943611198906
3,1,function,4,58,4.060443010546419
3,1,output,1,39,3.6635616461296463
3,1,syntaxBL,1,7,1.9459101490553132
3,1,scaleSM,1,2,0.6931471805599453
3,1,scaleST,1,3,1.0986122886681098
3,2,function,3,59,4.07753744390572
3,2,output,1,88,4.477336814478207
3,2,syntaxBL,1,11,2.3978952727983707
3,2,scaleSM,2,3,1.0986122886681098
3,2,scaleST,2,3,1.0986122886681098
3,3,function,5,188,5.236441962829949
3,3,output,1,217,5.37989735354046
3,3,syntaxBL,1,18,2.8903717578961645
3,3,scaleSM,3,4,1.3862943611198906
3,3,scaleST,4,4,1.3862943611198906
3,4,function,3,52,3.9512437185814275
3,4,output,0,62,4.127134385045092
3,4,syntaxBL,1,7,1.9459101490553132
3,4,scaleSM,3,4,1.3862943611198906
3,4,scaleST,3,3,1.0986122886681098
3,5,function,5,199,5.293304824724492
3,5,output,0,84,4.430816798843313
3,5,syntaxBL,1,7,1.9459101490553132
3,5,scaleSM,4,3,1.0986122886681098
3,5,scaleST,5,32,3.4657359027997265
3,6,function,2,103,4.634728988229636
3,6,output,0,123,4.812184355372417
3,6,syntaxBL,1,18,2.8903717578961645
3,6,scaleSM,5,3,1.0986122886681098
3,6,scaleST,5,2,0.6931471805599453
3,7,function,4,21,3.044522437723423
3,7,output,0,243,5.493061443340548
3,7,syntaxBL,0,27,3.295836866004329
3,7,scaleSM,2,5,1.6094379124341003
3,7,scaleST,2,6,1.791759469228055
3,8,function,4,261,5.564520407322694
3,8,output,1,56,4.02535169073515
3,8,syntaxBL,1,5,1.6094379124341003
3,8,scaleSM,3,14,2.6390573296152584
3,8,scaleST,2,5,1.6094379124341003
4,1,function,5,181,5.198497031265826
4,1,output,1,93,4.532599493153256
4,1,syntaxBL,0,11,2.3978952727983707
4,1,scaleSM,2,3,1.0986122886681098
4,1,scaleST,2,3,1.0986122886681098
4,2,function,3,110,4.700480365792417
4,2,output,0,48,3.871201010907891
4,2,syntaxBL,1,12,2.4849066497880004
4,2,scaleSM,3,4,1.3862943611198906
4,2,scaleST,2,2,0.6931471805599453
4,3,function,3,390,5.966146739123692
4,3,output,0,141,4.948759890378168
4,3,syntaxBL,1,31,3.4339872044851463
4,3,scaleSM,4,4,1.3862943611198906
4,3,scaleST,4,4,1.3862943611198906
4,4,function,3,585,6.371611847231857
4,4,output,0,54,3.9889840465642745
4,4,syntaxBL,1,11,2.3978952727983707
4,4,scaleSM,3,4,1.3862943611198906
4,4,scaleST,4,3,1.0986122886681098
4,5,function,2,56,4.02535169073515
4,5,output,0,201,5.303304908059076
4,5,syntaxBL,1,20,2.995732273553991
4,5,scaleSM,5,4,1.3862943611198906
4,5,scaleST,4,5,1.6094379124341003
4,6,function,2,246,5.5053315359323625
4,6,output,0,227,5.424950017481403
4,6,syntaxBL,1,10,2.302585092994046
4,6,scaleSM,3,4,1.3862943611198906
4,6,scaleST,4,3,1.0986122886681098
4,7,function,3,330,5.799092654460526
4,7,output,0,286,5.655991810819852
4,7,syntaxBL,1,12,2.4849066497880004
4,7,scaleSM,3,3,1.0986122886681098
4,7,scaleST,3,4,1.3862943611198906
4,8,function,2,330,5.799092654460526
4,8,output,1,76,4.330733340286331
4,8,syntaxBL,1,27,3.295836866004329
4,8,scaleSM,4,55,4.007333185232471
4,8,scaleST,3,4,1.3862943611198906
5,1,function,3,48,3.871201010907891
5,1,output,0,190,5.247024072160486
5,1,syntaxBL,1,8,2.0794415416798357
5,1,scaleSM,1,2,0.6931471805599453
5,1,scaleST,1,2,0.6931471805599453
5,2,function,3,124,4.820281565605037
5,2,output,1,76,4.330733340286331
5,2,syntaxBL,0,21,3.044522437723423
5,2,scaleSM,1,3,1.0986122886681098
5,2,scaleST,1,2,0.6931471805599453
5,3,function,3,519,6.251903883165888
5,3,output,1,83,4.418840607796598
5,3,syntaxBL,1,21,3.044522437723423
5,3,scaleSM,1,2,0.6931471805599453
5,3,scaleST,1,2,0.6931471805599453
5,4,function,3,216,5.375278407684165
5,4,output,0,302,5.71042701737487
5,4,syntaxBL,1,20,2.995732273553991
5,4,scaleSM,2,3,1.0986122886681098
5,4,scaleST,1,5,1.6094379124341003
5,5,function,3,220,5.393627546352362
5,5,output,0,168,5.123963979403259
5,5,syntaxBL,1,38,3.6375861597263857
5,5,scaleSM,4,5,1.6094379124341003
5,5,scaleST,4,4,1.3862943611198906
5,6,function,3,343,5.8377304471659395
5,6,output,0,270,5.598421958998375
5,6,syntaxBL,1,6,1.791759469228055
5,6,scaleSM,3,5,1.6094379124341003
5,6,scaleST,4,3,1.0986122886681098
5,7,function,2,138,4.927253685157205
5,7,output,0,415,6.028278520230698
5,7,syntaxBL,0,10,2.302585092994046
5,7,scaleSM,4,5,1.6094379124341003
5,7,scaleST,3,6,1.791759469228055
5,8,function,2,924,6.828712071641684
5,8,output,0,205,5.3230099791384085
5,8,syntaxBL,1,13,2.5649493574615367
5,8,scaleSM,2,14,2.6390573296152584
5,8,scaleST,5,4,1.3862943611198906
6,1,function,3,28,3.332204510175204
6,1,output,1,36,3.58351893845611
6,1,syntaxBL,1,6,1.791759469228055
6,1,scaleSM,2,3,1.0986122886681098
6,1,scaleST,2,2,0.6931471805599453
6,2,function,1,9,2.1972245773362196
6,2,output,0,26,3.258096538021482
6,2,syntaxBL,1,14,2.6390573296152584
6,2,scaleSM,4,2,0.6931471805599453
6,2,scaleST,4,3,1.0986122886681098
6,3,function,3,189,5.241747015059643
6,3,output,0,80,4.382026634673881
6,3,syntaxBL,1,11,2.3978952727983707
6,3,scaleSM,3,4,1.3862943611198906
6,3,scaleST,5,4,1.3862943611198906
6,4,function,3,30,3.4011973816621555
6,4,output,1,76,4.330733340286331
6,4,syntaxBL,1,15,2.70805020110221
6,4,scaleSM,2,3,1.0986122886681098
6,4,scaleST,2,3,1.0986122886681098
6,5,function,4,17,2.833213344056216
6,5,output,1,151,5.017279836814924
6,5,syntaxBL,1,12,2.4849066497880004
6,5,scaleSM,5,2,0.6931471805599453
6,5,scaleST,5,2,0.6931471805599453
6,6,function,1,6,1.791759469228055
6,6,output,0,31,3.4339872044851463
6,6,syntaxBL,1,37,3.6109179126442243
6,6,scaleSM,3,3,1.0986122886681098
6,6,scaleST,3,2,0.6931471805599453
6,7,function,2,120,4.787491742782046
6,7,output,0,212,5.356586274672012
6,7,syntaxBL,0,6,1.791759469228055
6,7,scaleSM,3,5,1.6094379124341003
6,7,scaleST,3,3,1.0986122886681098
6,8,function,2,189,5.241747015059643
6,8,output,0,65,4.174387269895637
6,8,syntaxBL,1,8,2.0794415416798357
6,8,scaleSM,4,4,1.3862943611198906
6,8,scaleST,5,4,1.3862943611198906
7,1,function,4,30,3.4011973816621555
7,1,output,1,27,3.295836866004329
7,1,syntaxBL,1,5,1.6094379124341003
7,1,scaleSM,1,2,0.6931471805599453
7,1,scaleST,1,2,0.6931471805599453
7,2,function,3,36,3.58351893845611
7,2,output,1,19,2.9444389791664403
7,2,syntaxBL,1,3,1.0986122886681098
7,2,scaleSM,1,2,0.6931471805599453
7,2,scaleST,1,2,0.6931471805599453
7,3,function,4,70,4.248495242049359
7,3,output,1,59,4.07753744390572
7,3,syntaxBL,1,8,2.0794415416798357
7,3,scaleSM,2,2,0.6931471805599453
7,3,scaleST,2,2,0.6931471805599453
7,4,function,5,99,4.59511985013459
7,4,output,1,55,4.007333185232471
7,4,syntaxBL,1,4,1.3862943611198906
7,4,scaleSM,2,2,0.6931471805599453
7,4,scaleST,2,2,0.6931471805599453
7,5,function,3,44,3.784189633918261
7,5,output,1,13,2.5649493574615367
7,5,syntaxBL,1,8,2.0794415416798357
7,5,scaleSM,2,3,1.0986122886681098
7,5,scaleST,2,2,0.6931471805599453
7,6,function,5,39,3.6635616461296463
7,6,output,1,113,4.727387818712341
7,6,syntaxBL,1,6,1.791759469228055
7,6,scaleSM,2,5,1.6094379124341003
7,6,scaleST,2,7,1.9459101490553132
7,7,function,5,51,3.9318256327243257
7,7,output,1,48,3.871201010907891
7,7,syntaxBL,0,2,0.6931471805599453
7,7,scaleSM,1,2,0.6931471805599453
7,7,scaleST,1,1,0.0
7,8,function,5,126,4.836281906951478
7,8,output,1,62,4.127134385045092
7,8,syntaxBL,1,3,1.0986122886681098
7,8,scaleSM,1,2,0.6931471805599453
7,8,scaleST,1,2,0.6931471805599453
8,1,function,5,51,3.9318256327243257
8,1,output,1,29,3.367295829986474
8,1,syntaxBL,1,3,1.0986122886681098
8,1,scaleSM,1,1,0.0
8,1,scaleST,1,3,1.0986122886681098
8,2,function,3,66,4.189654742026425
8,2,output,1,60,4.0943445622221
8,2,syntaxBL,1,7,1.9459101490553132
8,2,scaleSM,2,3,1.0986122886681098
8,2,scaleST,3,3,1.0986122886681098
8,3,function,4,61,4.110873864173311
8,3,output,0,97,4.574710978503383
8,3,syntaxBL,1,7,1.9459101490553132
8,3,scaleSM,4,2,0.6931471805599453
8,3,scaleST,4,3,1.0986122886681098
8,4,function,2,73,4.290459441148391
8,4,output,0,134,4.897839799950911
8,4,syntaxBL,1,60,4.0943445622221
8,4,scaleSM,2,2,0.6931471805599453
8,4,scaleST,2,2,0.6931471805599453
8,5,function,2,91,4.51085950651685
8,5,output,1,32,3.4657359027997265
8,5,syntaxBL,1,11,2.3978952727983707
8,5,scaleSM,3,2,0.6931471805599453
8,5,scaleST,2,2,0.6931471805599453
8,6,function,1,108,4.68213122712422
8,6,output,0,18,2.8903717578961645
8,6,syntaxBL,1,6,1.791759469228055
8,6,scaleSM,5,2,0.6931471805599453
8,6,scaleST,4,2,0.6931471805599453
8,7,function,4,102,4.624972813284271
8,7,output,1,123,4.812184355372417
8,7,syntaxBL,1,4,1.3862943611198906
8,7,scaleSM,2,2,0.6931471805599453
8,7,scaleST,1,3,1.0986122886681098
8,8,function,3,155,5.043425116919247
8,8,output,0,68,4.219507705176107
8,8,syntaxBL,1,7,1.9459101490553132
8,8,scaleSM,3,3,1.0986122886681098
8,8,scaleST,3,5,1.6094379124341003
9,1,function,5,73,4.290459441148391
9,1,output,1,46,3.828641396489095
9,1,syntaxBL,1,10,2.302585092994046
9,1,scaleSM,2,3,1.0986122886681098
9,1,scaleST,1,2,0.6931471805599453
9,2,function,5,89,4.48863636973214
9,2,output,1,63,4.143134726391533
9,2,syntaxBL,1,6,1.791759469228055
9,2,scaleSM,2,4,1.3862943611198906
9,2,scaleST,1,6,1.791759469228055
9,3,function,5,50,3.912023005428146
9,3,output,1,70,4.248495242049359
9,3,syntaxBL,1,6,1.791759469228055
9,3,scaleSM,3,6,1.791759469228055
9,3,scaleST,2,1,0.0
9,4,function,4,140,4.941642422609304
9,4,output,1,193,5.262690188904886
9,4,syntaxBL,1,6,1.791759469228055
9,4,scaleSM,1,4,1.3862943611198906
9,4,scaleST,1,2,0.6931471805599453
9,5,function,4,116,4.7535901911063645
9,5,output,1,33,3.4965075614664802
9,5,syntaxBL,1,49,3.8918202981106265
9,5,scaleSM,2,2,0.6931471805599453
9,5,scaleST,3,2,0.6931471805599453
9,6,function,5,50,3.912023005428146
9,6,output,0,312,5.7430031878094825
9,6,syntaxBL,1,5,1.6094379124341003
9,6,scaleSM,4,2,0.6931471805599453
9,6,scaleST,4,4,1.3862943611198906
9,7,function,5,32,3.4657359027997265
9,7,output,1,103,4.634728988229636
9,7,syntaxBL,1,8,2.0794415416798357
9,7,scaleSM,2,3,1.0986122886681098
9,7,scaleST,1,2,0.6931471805599453
9,8,function,3,344,5.840641657373398
9,8,output,1,190,5.247024072160486
9,8,syntaxBL,1,6,1.791759469228055
9,8,scaleSM,3,4,1.3862943611198906
9,8,scaleST,3,1,0.0
10,1,function,5,66,4.189654742026425
10,1,output,1,21,3.044522437723423
10,1,syntaxBL,1,5,1.6094379124341003
10,1,scaleSM,1,3,1.0986122886681098
10,1,scaleST,1,2,0.6931471805599453
10,2,function,5,86,4.454347296253507
10,2,output,1,12,2.4849066497880004
10,2,syntaxBL,1,4,1.3862943611198906
10,2,scaleSM,2,4,1.3862943611198906
10,2,scaleST,1,2,0.6931471805599453
10,3,function,2,45,3.8066624897703196
10,3,output,1,190,5.247024072160486
10,3,syntaxBL,1,22,3.091042453358316
10,3,scaleSM,4,7,1.9459101490553132
10,3,scaleST,2,7,1.9459101490553132
10,4,function,1,54,3.9889840465642745
10,4,output,0,51,3.9318256327243257
10,4,syntaxBL,1,7,1.9459101490553132
10,4,scaleSM,5,3,1.0986122886681098
10,4,scaleST,5,2,0.6931471805599453
10,5,function,2,31,3.4339872044851463
10,5,output,1,67,4.204692619390966
10,5,syntaxBL,1,11,2.3978952727983707
10,5,scaleSM,3,3,1.0986122886681098
10,5,scaleST,4,2,0.6931471805599453
10,6,function,4,47,3.8501476017100584
10,6,output,0,232,5.44673737166631
10,6,syntaxBL,1,9,2.1972245773362196
10,6,scaleSM,4,3,1.0986122886681098
10,6,scaleST,4,2,0.6931471805599453
10,7,function,4,48,3.871201010907891
10,7,output,1,84,4.430816798843313
10,7,syntaxBL,1,11,2.3978952727983707
10,7,scaleSM,3,4,1.3862943611198906
10,7,scaleST,3,4,1.3862943611198906
10,8,function,1,110,4.700480365792417
10,8,output,0,105,4.653960350157523
10,8,syntaxBL,1,6,1.791759469228055
10,8,scaleSM,3,3,1.0986122886681098
10,8,scaleST,3,2,0.6931471805599453
11,1,function,3,73,4.290459441148391
11,1,output,1,134,4.897839799950911
11,1,syntaxBL,1,10,2.302585092994046
11,1,scaleSM,2,5,1.6094379124341003
11,1,scaleST,2,3,1.0986122886681098
11,2,function,2,157,5.056245805348308
11,2,output,1,36,3.58351893845611
11,2,syntaxBL,1,14,2.6390573296152584
11,2,scaleSM,3,4,1.3862943611198906
11,2,scaleST,4,3,1.0986122886681098
11,3,function,3,82,4.406719247264253
11,3,output,1,47,3.8501476017100584
11,3,syntaxBL,1,13,2.5649493574615367
11,3,scaleSM,5,3,1.0986122886681098
11,3,scaleST,4,5,1.6094379124341003
11,4,function,3,53,3.970291913552122
11,4,output,0,22,3.091042453358316
11,4,syntaxBL,1,12,2.4849066497880004
11,4,scaleSM,3,2,0.6931471805599453
11,4,scaleST,2,3,1.0986122886681098
11,5,function,2,118,4.770684624465665
11,5,output,0,151,5.017279836814924
11,5,syntaxBL,0,67,4.204692619390966
11,5,scaleSM,4,2,0.6931471805599453
11,5,scaleST,4,4,1.3862943611198906
11,6,function,5,198,5.288267030694535
11,6,output,0,116,4.7535901911063645
11,6,syntaxBL,1,10,2.302585092994046
11,6,scaleSM,5,3,1.0986122886681098
11,6,scaleST,5,3,1.0986122886681098
11,7,function,4,30,3.4011973816621555
11,7,output,0,66,4.189654742026425
11,7,syntaxBL,1,10,2.302585092994046
11,7,scaleSM,1,2,0.6931471805599453
11,7,scaleST,1,9,2.1972245773362196
11,8,function,4,65,4.174387269895637
11,8,output,0,210,5.3471075307174685
11,8,syntaxBL,1,4,1.3862943611198906
11,8,scaleSM,4,6,1.791759469228055
11,8,scaleST,4,3,1.0986122886681098
12,1,function,5,127,4.844187086458591
12,1,output,1,19,2.9444389791664403
12,1,syntaxBL,1,7,1.9459101490553132
12,1,scaleSM,3,2,0.6931471805599453
12,1,scaleST,3,6,1.791759469228055
12,2,function,2,137,4.919980925828125
12,2,output,1,26,3.258096538021482
12,2,syntaxBL,0,4,1.3862943611198906
12,2,scaleSM,4,2,0.6931471805599453
12,2,scaleST,4,6,1.791759469228055
12,3,function,5,198,5.288267030694535
12,3,output,1,127,4.844187086458591
12,3,syntaxBL,1,15,2.70805020110221
12,3,scaleSM,5,6,1.791759469228055
12,3,scaleST,5,3,1.0986122886681098
12,4,function,3,169,5.1298987149230735
12,4,output,0,94,4.543294782270004
12,4,syntaxBL,1,6,1.791759469228055
12,4,scaleSM,3,3,1.0986122886681098
12,4,scaleST,4,3,1.0986122886681098
12,5,function,4,242,5.488937726156687
12,5,output,1,12,2.4849066497880004
12,5,syntaxBL,0,22,3.091042453358316
12,5,scaleSM,5,4,1.3862943611198906
12,5,scaleST,5,4,1.3862943611198906
12,6,function,2,176,5.170483995038151
12,6,output,1,139,4.9344739331306915
12,6,syntaxBL,1,9,2.1972245773362196
12,6,scaleSM,4,5,1.6094379124341003
12,6,scaleST,5,2,0.6931471805599453
12,7,function,4,125,4.8283137373023015
12,7,output,0,67,4.204692619390966
12,7,syntaxBL,1,9,2.1972245773362196
12,7,scaleSM,3,4,1.3862943611198906
12,7,scaleST,4,4,1.3862943611198906
12,8,function,3,149,5.003946305945459
12,8,output,0,93,4.532599493153256
12,8,syntaxBL,1,4,1.3862943611198906
12,8,scaleSM,3,16,2.772588722239781
12,8,scaleST,4,2,0.6931471805599453
13,1,function,5,109,4.6913478822291435
13,1,output,1,45,3.8066624897703196
13,1,syntaxBL,1,6,1.791759469228055
13,1,scaleSM,1,4,1.3862943611198906
13,1,scaleST,1,3,1.0986122886681098
13,2,function,4,193,5.262690188904886
13,2,output,0,47,3.8501476017100584
13,2,syntaxBL,1,12,2.4849066497880004
13,2,scaleSM,2,2,0.6931471805599453
13,2,scaleST,2,1,0.0
13,3,function,3,254,5.537334267018537
13,3,output,1,86,4.454347296253507
13,3,syntaxBL,1,15,2.70805020110221
13,3,scaleSM,2,2,0.6931471805599453
13,3,scaleST,2,3,1.0986122886681098
13,4,function,3,104,4.6443908991413725
13,4,output,0,136,4.912654885736052
13,4,syntaxBL,1,17,2.833213344056216
13,4,scaleSM,2,3,1.0986122886681098
13,4,scaleST,2,3,1.0986122886681098
13,5,function,4,50,3.912023005428146
13,5,output,1,59,4.07753744390572
13,5,syntaxBL,1,27,3.295836866004329
13,5,scaleSM,3,6,1.791759469228055
13,5,scaleST,3,3,1.0986122886681098
13,6,function,5,203,5.313205979041787
13,6,output,0,100,4.605170185988092
13,6,syntaxBL,1,9,2.1972245773362196
13,6,scaleSM,3,3,1.0986122886681098
13,6,scaleST,3,2,0.6931471805599453
13,7,function,5,113,4.727387818712341
13,7,output,1,98,4.584967478670572
13,7,syntaxBL,0,9,2.1972245773362196
13,7,scaleSM,2,3,1.0986122886681098
13,7,scaleST,2,3,1.0986122886681098
13,8,function,5,238,5.472270673671475
13,8,output,0,39,3.6635616461296463
13,8,syntaxBL,1,7,1.9459101490553132
13,8,scaleSM,3,3,1.0986122886681098
13,8,scaleST,3,3,1.0986122886681098
14,1,function,5,139,4.9344739331306915
14,1,output,1,63,4.143134726391533
14,1,syntaxBL,1,7,1.9459101490553132
14,1,scaleSM,2,2,0.6931471805599453
14,1,scaleST,2,2,0.6931471805599453
14,2,function,3,93,4.532599493153256
14,2,output,1,18,2.8903717578961645
14,2,syntaxBL,0,4,1.3862943611198906
14,2,scaleSM,2,5,1.6094379124341003
14,2,scaleST,3,6,1.791759469228055
14,3,function,4,133,4.890349128221754
14,3,output,1,38,3.6375861597263857
14,3,syntaxBL,1,14,2.6390573296152584
14,3,scaleSM,3,3,1.0986122886681098
14,3,scaleST,3,3,1.0986122886681098
14,4,function,3,224,5.4116460518550396
14,4,output,1,38,3.6375861597263857
14,4,syntaxBL,1,7,1.9459101490553132
14,4,scaleSM,2,4,1.3862943611198906
14,4,scaleST,2,5,1.6094379124341003
14,5,function,5,142,4.955827057601261
14,5,output,1,107,4.672828834461906
14,5,syntaxBL,1,16,2.772588722239781
14,5,scaleSM,2,28,3.332204510175204
14,5,scaleST,3,5,1.6094379124341003
14,6,function,5,503,6.220590170099739
14,6,output,0,291,5.673323267171493
14,6,syntaxBL,1,4,1.3862943611198906
14,6,scaleSM,4,3,1.0986122886681098
14,6,scaleST,4,3,1.0986122886681098
14,7,function,5,102,4.624972813284271
14,7,output,1,46,3.828641396489095
14,7,syntaxBL,1,8,2.0794415416798357
14,7,scaleSM,2,6,1.791759469228055
14,7,scaleST,2,3,1.0986122886681098
14,8,function,5,262,5.568344503761097
14,8,output,1,126,4.836281906951478
14,8,syntaxBL,1,4,1.3862943611198906
14,8,scaleSM,2,21,3.044522437723423
14,8,scaleST,2,3,1.0986122886681098
15,1,function,5,121,4.795790545596741
15,1,output,1,193,5.262690188904886
15,1,syntaxBL,1,9,2.1972245773362196
15,1,scaleSM,1,3,1.0986122886681098
15,1,scaleST,1,2,0.6931471805599453
15,2,function,4,98,4.584967478670572
15,2,output,1,22,3.091042453358316
15,2,syntaxBL,1,8,2.0794415416798357
15,2,scaleSM,1,2,0.6931471805599453
15,2,scaleST,1,3,1.0986122886681098
15,3,function,2,223,5.407171771460119
15,3,output,1,65,4.174387269895637
15,3,syntaxBL,1,16,2.772588722239781
15,3,scaleSM,2,3,1.0986122886681098
15,3,scaleST,1,3,1.0986122886681098
15,4,function,2,105,4.653960350157523
15,4,output,0,111,4.709530201312334
15,4,syntaxBL,1,8,2.0794415416798357
15,4,scaleSM,3,4,1.3862943611198906
15,4,scaleST,1,3,1.0986122886681098
15,5,function,4,220,5.393627546352362
15,5,output,1,51,3.9318256327243257
15,5,syntaxBL,1,29,3.367295829986474
15,5,scaleSM,4,4,1.3862943611198906
15,5,scaleST,3,4,1.3862943611198906
15,6,function,3,223,5.407171771460119
15,6,output,0,278,5.627621113690637
15,6,syntaxBL,1,7,1.9459101490553132
15,6,scaleSM,2,6,1.791759469228055
15,6,scaleST,3,4,1.3862943611198906
15,7,function,3,155,5.043425116919247
15,7,output,0,55,4.007333185232471
15,7,syntaxBL,0,8,2.0794415416798357
15,7,scaleSM,1,3,1.0986122886681098
15,7,scaleST,1,2,0.6931471805599453
15,8,function,3,148,4.997212273764115
15,8,output,0,180,5.19295685089021
15,8,syntaxBL,1,6,1.791759469228055
15,8,scaleSM,1,2,0.6931471805599453
15,8,scaleST,2,3,1.0986122886681098
16,1,function,4,194,5.267858159063328
16,1,output,0,32,3.4657359027997265
16,1,syntaxBL,1,9,2.1972245773362196
16,1,scaleSM,2,19,2.9444389791664403
16,1,scaleST,2,3,1.0986122886681098
16,2,function,2,114,4.736198448394496
16,2,output,0,88,4.477336814478207
16,2,syntaxBL,0,111,4.709530201312334
16,2,scaleSM,4,8,2.0794415416798357
16,2,scaleST,3,8,2.0794415416798357
16,3,function,2,184,5.214935757608986
16,3,output,1,152,5.0238805208462765
16,3,syntaxBL,1,23,3.1354942159291497
16,3,scaleSM,5,6,1.791759469228055
16,3,scaleST,5,10,2.302585092994046
16,4,function,2,290,5.66988092298052
16,4,output,1,92,4.5217885770490405
16,4,syntaxBL,1,10,2.302585092994046
16,4,scaleSM,3,4,1.3862943611198906
16,4,scaleST,3,5,1.6094379124341003
16,5,function,2,211,5.351858133476067
16,5,output,1,54,3.9889840465642745
16,5,syntaxBL,0,12,2.4849066497880004
16,5,scaleSM,3,6,1.791759469228055
16,5,scaleST,3,6,1.791759469228055
