student_id,snippet_id,question,value,time_sec,log_time_sec
2,4,scaleST,2,3,1.0986122886681098
2,5,function,4,39,3.6635616461296463
2,5,output,1,29,3.367295829986474
2,5,syntaxBL,1,72,4.276666119016055
2,5,scaleSM,2,3,1.0986122886681098
2,5,scaleST,2,2,0.6931471805599453
2,6,function,5,34,3.5263605246161616
2,6,output,0,135,4.90527477843843
2,6,syntaxBL,1,6,1.791759469228055
2,6,scaleSM,3,15,2.70805020110221
2,6,scaleST,3,5,1.6094379124341003
2,7,function,5,76,4.330733340286331
2,7,output,1,79,4.3694478524670215
2,7,syntaxBL,1,13,2.5649493574615367
2,7,scaleSM,2,4,1.3862943611198906
2,7,scaleST,2,2,0.6931471805599453
2,8,function,2,99,4.59511985013459
2,8,output,0,132,4.882801922586371
2,8,syntaxBL,1,5,1.6094379124341003
2,8,scaleSM,3,6,1.791759469228055
2,8,scaleST,3,2,0.6931471805599453
3,1,function,3,21,3.044522437723423
3,1,output,1,79,4.3694478524670215
3,1,syntaxBL,1,10,2.302585092994046
3,1,scaleSM,2,3,1.0986122886681098
3,1,scaleST,2,4,1.3862943611198906
3,2,function,1,40,3.6888794541139363
3,2,output,0,186,5.225746673713202
3,2,syntaxBL,1,37,3.6109179126442243
3,2,scaleSM,2,7,1.9459101490553132
3,2,scaleST,3,5,1.6094379124341003
3,3,function,3,109,4.6913478822291435
3,3,output,1,53,3.970291913552122
3,3,syntaxBL,1,19,2.9444389791664403
3,3,scaleSM,4,3,1.0986122886681098
3,3,scaleST,4,3,1.0986122886681098
3,4,function,4,70,4.248495242049359
3,4,output,1,263,5.572154032177765
3,4,syntaxBL,1,16,2.772588722239781
3,4,scaleSM,2,5,1.6094379124341003
3,4,scaleST,2,5,1.6094379124341003
3,5,function,4,46,3.828641396489095
3,5,output,1,59,4.07753744390572
3,5,syntaxBL,1,36,3.58351893845611
3,5,scaleSM,3,7,1.9459101490553132
3,5,scaleST,3,5,1.6094379124341003
3,6,function,1,66,4.189654742026425
3,6,output,0,358,5.8805329864007
3,6,syntaxBL,1,11,2.3978952727983707
3,6,scaleSM,3,4,1.3862943611198906
3,6,scaleST,3,8,2.0794415416798357
3,7,function,5,86,4.454347296253507
3,7,output,1,137,4.919980925828125
3,7,syntaxBL,1,9,2.1972245773362196
3,7,scaleSM,2,3,1.0986122886681098
3,7,scaleST,2,2,0.6931471805599453
3,8,function,1,102,4.624972813284271
3,8,output,1,585,6.371611847231857
3,8,syntaxBL,1,7,1.9459101490553132
3,8,scaleSM,3,3,1.0986122886681098
3,8,scaleST,3,3,1.0986122886681098
4,1,function,3,132,4.882801922586371
4,1,output,1,62,4.127134385045092
4,1,syntaxBL,1,8,2.0794415416798357
4,1,scaleSM,2,4,1.3862943611198906
4,1,scaleST,2,4,1.3862943611198906
4,2,function,3,158,5.062595033026967
4,2,output,1,121,4.795790545596741
4,2,syntaxBL,0,16,2.772588722239781
4,2,scaleSM,3,3,1.0986122886681098
4,2,scaleST,4,7,1.9459101490553132
4,3,function,3,206,5.327876168789581
4,3,output,1,126,4.836281906951478
4,3,syntaxBL,1,31,3.4339872044851463
4,3,scaleSM,4,5,1.6094379124341003
4,3,scaleST,4,4,1.3862943611198906
4,4,function,3,121,4.795790545596741
4,4,output,0,135,4.90527477843843
4,4,syntaxBL,1,15,2.70805020110221
4,4,scaleSM,2,4,1.3862943611198906
4,4,scaleST,2,10,2.302585092994046
4,5,function,5,147,4.990432586778736
4,5,output,1,112,4.718498871295094
4,5,syntaxBL,1,35,3.5553480614894135
4,5,scaleSM,3,17,2.833213344056216
4,5,scaleST,3,5,1.6094379124341003
4,6,function,5,82,4.406719247264253
4,6,output,0,121,4.795790545596741
4,6,syntaxBL,1,8,2.0794415416798357
4,6,scaleSM,4,4,1.3862943611198906
4,6,scaleST,3,11,2.3978952727983707
4,7,function,3,268,5.5909869805108565
4,7,output,1,184,5.214935757608986
4,7,syntaxBL,1,8,2.0794415416798357
4,7,scaleSM,4,4,1.3862943611198906
4,7,scaleST,2,12,2.4849066497880004
4,8,function,5,206,5.327876168789581
4,8,output,0,213,5.3612921657094255
4,8,syntaxBL,1,19,2.9444389791664403
4,8,scaleSM,5,2,0.6931471805599453
4,8,scaleST,4,7,1.9459101490553132
5,1,function,4,45,3.8066624897703196
5,1,output,1,28,3.332204510175204
5,1,syntaxBL,1,9,2.1972245773362196
5,1,scaleSM,2,2,0.6931471805599453
5,1,scaleST,2,1,0.0
5,2,function,3,46,3.828641396489095
5,2,output,1,108,4.68213122712422
5,2,syntaxBL,1,12,2.4849066497880004
5,2,scaleSM,3,3,1.0986122886681098
5,2,scaleST,3,2,0.6931471805599453
5,3,function,2,79,4.3694478524670215
5,3,output,1,114,4.736198448394496
5,3,syntaxBL,1,50,3.912023005428146
5,3,scaleSM,4,3,1.0986122886681098
5,3,scaleST,3,2,0.6931471805599453
5,4,function,3,38,3.6375861597263857
5,4,output,1,88,4.477336814478207
5,4,syntaxBL,1,13,2.5649493574615367
5,4,scaleSM,2,3,1.0986122886681098
5,4,scaleST,2,3,1.0986122886681098
5,5,function,3,29,3.367295829986474
5,5,output,1,126,4.836281906951478
5,5,syntaxBL,1,20,2.995732273553991
5,5,scaleSM,3,4,1.3862943611198906
5,5,scaleST,3,2,0.6931471805599453
5,6,function,2,137,4.919980925828125
5,6,output,0,197,5.2832037287379885
5,6,syntaxBL,1,13,2.5649493574615367
5,6,scaleSM,3,7,1.9459101490553132
5,6,scaleST,3,5,1.6094379124341003
5,7,function,5,102,4.624972813284271
5,7,output,1,155,5.043425116919247
5,7,syntaxBL,0,10,2.302585092994046
5,7,scaleSM,4,2,0.6931471805599453
5,7,scaleST,3,1,0.0
5,8,function,3,49,3.8918202981106265
5,8,output,0,148,4.997212273764115
5,8,syntaxBL,1,5,1.6094379124341003
5,8,scaleSM,4,3,1.0986122886681098
5,8,scaleST,4,2,0.6931471805599453
6,1,function,5,112,4.718498871295094
6,1,output,1,35,3.5553480614894135
6,1,syntaxBL,1,9,2.1972245773362196
6,1,scaleSM,1,2,0.6931471805599453
6,1,scaleST,1,5,1.6094379124341003
6,2,function,3,95,4.553876891600541
6,2,output,1,31,3.4339872044851463
6,2,syntaxBL,0,43,3.7612001156935624
6,2,scaleSM,1,5,1.6094379124341003
6,2,scaleST,1,4,1.3862943611198906
6,3,function,2,147,4.990432586778736
6,3,output,1,25,3.2188758248682006
6,3,syntaxBL,1,20,2.995732273553991
6,3,scaleSM,1,7,1.9459101490553132
6,3,scaleST,1,2,0.6931471805599453
6,4,function,3,229,5.43372200355424
6,4,output,1,83,4.418840607796598
6,4,syntaxBL,1,7,1.9459101490553132
6,4,scaleSM,1,4,1.3862943611198906
6,4,scaleST,1,2,0.6931471805599453
6,5,function,3,167,5.117993812416755
6,5,output,1,201,5.303304908059076
6,5,syntaxBL,1,68,4.219507705176107
6,5,scaleSM,4,4,1.3862943611198906
6,5,scaleST,1,3,1.0986122886681098
6,6,function,5,308,5.730099782973574
6,6,output,1,224,5.4116460518550396
6,6,syntaxBL,1,10,2.302585092994046
6,6,scaleSM,3,92,4.5217885770490405
6,6,scaleST,1,4,1.3862943611198906
6,7,function,5,164,5.099866427824199
6,7,output,1,127,4.844187086458591
6,7,syntaxBL,0,18,2.8903717578961645
6,7,scaleSM,2,4,1.3862943611198906
6,7,scaleST,1,3,1.0986122886681098
6,8,function,3,436,6.077642243349034
6,8,output,1,503,6.220590170099739
6,8,syntaxBL,1,5,1.6094379124341003
6,8,scaleSM,4,8,2.0794415416798357
6,8,scaleST,2,7,1.9459101490553132
