student_id,snippet_id,read_time,log_read_time
15,7,32,3.4657359027997265
15,8,26,3.258096538021482
16,1,35,3.5553480614894135
16,2,74,4.30406509320417
16,3,43,3.7612001156935624
16,4,58,4.060443010546419
16,5,43,3.7612001156935624
16,6,29,3.367295829986474
16,7,45,3.8066624897703196
16,8,94,4.543294782270004
17,1,91,4.51085950651685
17,2,103,4.634728988229636
17,3,24,3.1780538303479458
17,4,223,5.407171771460119
17,5,71,4.2626798770413155
17,6,124,4.820281565605037
17,7,60,4.0943445622221
17,8,51,3.9318256327243257
18,1,10,2.302585092994046
18,2,5,1.6094379124341003
18,3,28,3.332204510175204
18,4,8,2.0794415416798357
18,5,43,3.7612001156935624
18,6,16,2.772588722239781
18,7,5,1.6094379124341003
18,8,12,2.4849066497880004
19,1,90,4.499809670330265
19,2,107,4.672828834461906
19,3,218,5.384495062789089
19,4,110,4.700480365792417
19,5,131,4.875197323201151
19,6,251,5.5254529391317835
19,7,68,4.219507705176107
19,8,146,4.983606621708336
20,1,7,1.9459101490553132
20,2,32,3.4657359027997265
20,3,58,4.060443010546419
20,4,36,3.58351893845611
20,5,56,4.02535169073515
20,6,74,4.30406509320417
20,7,5,1.6094379124341003
20,8,66,4.189654742026425
21,1,24,3.1780538303479458
21,2,33,3.4965075614664802
21,3,54,3.9889840465642745
21,4,71,4.2626798770413155
21,5,44,3.784189633918261
21,6,56,4.02535169073515
21,7,46,3.828641396489095
21,8,48,3.871201010907891
22,1,32,3.4657359027997265
22,2,36,3.58351893845611
22,3,33,3.4965075614664802
22,4,39,3.6635616461296463
22,5,31,3.4339872044851463
22,6,59,4.07753744390572
22,7,51,3.9318256327243257
22,8,54,3.9889840465642745
23,1,68,4.219507705176107
23,2,103,4.634728988229636
23,3,193,5.262690188904886
23,4,51,3.9318256327243257
23,5,44,3.784189633918261
23,6,249,5.517452896464707
23,7,37,3.6109179126442243
23,8,67,4.204692619390966
24,1,48,3.871201010907891
24,2,84,4.430816798843313
24,3,224,5.4116460518550396
24,4,64,4.1588830833596715
24,5,114,4.736198448394496
24,6,112,4.718498871295094
24,7,74,4.30406509320417
24,8,70,4.248495242049359
25,1,53,3.970291913552122
25,2,259,5.556828061699537
25,3,381,5.942799375126701
25,4,104,4.6443908991413725
25,5,242,5.488937726156687
25,6,223,5.407171771460119
25,7,138,4.927253685157205
25,8,202,5.308267697401205
26,1,47,3.8501476017100584
26,2,64,4.1588830833596715
26,3,65,4.174387269895637
26,4,150,5.0106352940962555
26,5,111,4.709530201312334
26,6,97,4.574710978503383
26,7,75,4.31748811353631
26,8,45,3.8066624897703196
27,1,8,2.0794415416798357
27,2,9,2.1972245773362196
27,3,33,3.4965075614664802
27,4,11,2.3978952727983707
27,5,68,4.219507705176107
27,6,11,2.3978952727983707
27,7,63,4.143134726391533
27,8,25,3.2188758248682006
28,1,25,3.2188758248682006
28,2,102,4.624972813284271
28,3,356,5.87493073085203
28,4,39,3.6635616461296463
28,5,108,4.68213122712422
28,6,66,4.189654742026425
28,7,40,3.6888794541139363
28,8,90,4.499809670330265
29,1,46,3.828641396489095
29,2,53,3.970291913552122
29,3,85,4.442651256490317
29,4,124,4.820281565605037
29,5,86,4.454347296253507
29,6,98,4.584967478670572
29,7,75,4.31748811353631
29,8,104,4.6443908991413725
30,1,59,4.07753744390572
30,2,48,3.871201010907891
30,3,93,4.532599493153256
30,4,140,4.941642422609304
30,5,63,4.143134726391533
30,6,135,4.90527477843843
30,7,51,3.9318256327243257
30,8,48,3.871201010907891
31,1,5,1.6094379124341003
31,2,4,1.3862943611198906
31,3,12,2.4849066497880004
31,4,3,1.0986122886681098
31,5,10,2.302585092994046
31,6,12,2.4849066497880004
31,7,15,2.70805020110221
31,8,3,1.0986122886681098
32,1,19,2.9444389791664403
32,2,26,3.258096538021482
32,3,15,2.70805020110221
32,4,40,3.6888794541139363
32,5,68,4.219507705176107
32,6,25,3.2188758248682006
32,7,34,3.5263605246161616
32,8,53,3.970291913552122
33,1,77,4.343805421853684
33,2,95,4.553876891600541
33,3,116,4.7535901911063645
33,4,80,4.382026634673881
33,5,114,4.736198448394496
33,6,110,4.700480365792417
33,7,88,4.477336814478207
33,8,117,4.762173934797756
34,1,40,3.6888794541139363
34,2,41,3.713572066704308
34,3,219,5.389071729816501
34,4,141,4.948759890378168
34,5,161,5.081404364984463
34,6,161,5.081404364984463
34,7,130,4.867534450455582
34,8,128,4.852030263919617
35,1,40,3.6888794541139363
35,2,49,3.8918202981106265
35,3,174,5.159055299214529
35,4,145,4.976733742420574
35,5,121,4.795790545596741
35,6,292,5.676753802268282
35,7,154,5.0369526024136295
35,8,179,5.187385805840755
36,1,386,5.955837369464831
36,2,198,5.288267030694535
36,3,14,2.6390573296152584
36,4,193,5.262690188904886
36,5,162,5.087596335232384
36,6,89,4.48863636973214
36,7,150,5.0106352940962555
36,8,16,2.772588722239781
37,1,33,3.4965075614664802
37,2,62,4.127134385045092
37,3,105,4.653960350157523
37,4,14,2.6390573296152584
37,5,16,2.772588722239781
37,6,96,4.564348191467836
37,7,40,3.6888794541139363
37,8,98,4.584967478670572
38,1,52,3.9512437185814275
38,2,105,4.653960350157523
38,3,268,5.5909869805108565
38,4,106,4.663439094112067
38,5,197,5.2832037287379885
38,6,214,5.365976015021851
38,7,122,4.804021044733257
38,8,192,5.2574953720277815
39,1,64,4.1588830833596715
39,2,29,3.367295829986474
39,3,140,4.941642422609304
39,4,62,4.127134385045092
39,5,125,4.8283137373023015
39,6,61,4.110873864173311
39,7,67,4.204692619390966
39,8,87,4.465908118654584
40,1,28,3.332204510175204
40,2,119,4.77912349311153
40,3,136,4.912654885736052
40,4,76,4.330733340286331
40,5,74,4.30406509320417
40,6,129,4.859812404361672
40,7,85,4.442651256490317
40,8,66,4.189654742026425
41,1,103,4.634728988229636
41,2,75,4.31748811353631
41,3,52,3.9512437185814275
41,4,156,5.049856007249537
41,5,146,4.983606621708336
41,6,221,5.3981627015177525
41,7,206,5.327876168789581
41,8,526,6.26530121273771
42,1,56,4.02535169073515
42,2,85,4.442651256490317
42,3,342,5.834810737062605
42,4,182,5.204006687076795
42,5,140,4.941642422609304
42,6,117,4.762173934797756
42,7,55,4.007333185232471
42,8,64,4.1588830833596715
43,1,21,3.044522437723423
43,2,41,3.713572066704308
43,3,52,3.9512437185814275
43,4,44,3.784189633918261
43,5,72,4.276666119016055
43,6,58,4.060443010546419
43,7,44,3.784189633918261
43,8,79,4.3694478524670215
